200,9905,0
400,10031,0
600,10050,0
800,10089,0
1000,10100,0
1200,10102,0
1400,10107,0
1600,10147,0
1800,10147,0
2000,10147,0
2200,10194,0
2400,10200,0
2600,10200,0
2800,10234,0
3000,10235,0
3200,10238,0
3400,10238,0
3600,10238,0
3800,10240,0
4000,10242,0
4200,10242,0
4400,10242,0
4600,10245,0
4800,10246,0
5000,10248,0
5200,10249,0
5400,10258,0
5600,10258,0
5800,10265,0
6000,10265,0
6200,10269,0
6400,10274,0
6600,10274,0
6800,10274,0
7000,10274,0
7200,10277,0
7400,10277,0
7600,10277,0
7800,10277,0
8000,10283,0
8200,10283,0
8400,10283,0
8600,10283,0
8800,10283,0
9000,10283,0
9200,10283,0
9400,10283,0
9600,10283,0
9800,10283,0
10000,10283,0
10200,10286,0
10400,10286,0
10600,10286,0
10800,10286,0
11000,10286,0
11200,10286,0
11400,10286,0
11600,10286,0
11800,10292,0
12000,10292,0
12200,10292,0
12400,10292,0
12600,10292,0
12800,10292,0
13000,10292,0
13200,10295,0
13400,10295,0
