0,44154,7212,0
0,46004,7466,0
0,46031,7472,0
0,46054,7472,0
0,46062,7474,0
0,46072,7480,0
0,46073,7480,0
0,46085,7480,0
0,46094,7480,0
0,46094,7480,0
0,46094,7480,0
0,46097,7480,0
0,46097,7480,0
0,46106,7480,0
0,46106,7480,0
0,46107,7480,0
0,46107,7480,0
0,46107,7480,0
0,46116,7480,0
0,46116,7480,0
0,46117,7480,0
0,46117,7480,0
0,46120,7480,0
0,46121,7480,0
0,46125,7480,0
0,46125,7480,0
0,46125,7480,0
0,46125,7480,0
0,46125,7480,0
0,46125,7480,0
0,46128,7480,0
0,46131,7480,0
0,46136,7480,0
0,46136,7480,0
0,46136,7480,0
0,46136,7480,0
0,46136,7480,0
0,46136,7480,0
0,46136,7480,0
0,46137,7480,0
0,46137,7480,0
0,46137,7480,0
0,46137,7480,0
0,46137,7480,86400
