200,9870,0
400,9961,0
600,9964,0
800,9970,0
1000,9992,0
1200,10031,0
1400,10035,0
1600,10040,0
1800,10041,0
2000,10051,0
2200,10051,0
2400,10051,0
2600,10107,0
2800,10116,0
3000,10116,0
3200,10116,0
3400,10116,0
3600,10116,0
3800,10116,0
4000,10116,0
4200,10123,0
4400,10123,0
4600,10123,0
4800,10129,0
5000,10131,0
5200,10137,0
5400,10137,0
5600,10138,0
5800,10138,0
6000,10138,0
6200,10171,0
6400,10171,0
6600,10171,0
6800,10174,0
7000,10174,0
7200,10174,0
7400,10174,0
7600,10176,0
7800,10176,0
8000,10176,0
8200,10177,0
8400,10177,0
8600,10184,0
8800,10184,0
9000,10184,0
9200,10189,0
9400,10189,0
9600,10189,0
9800,10218,0
10000,10218,0
10200,10218,0
10400,10218,0
10600,10218,0
10800,10224,0
11000,10224,0
11200,10225,0
11400,10225,0
11600,10225,0
11800,10268,0
12000,10268,0
12200,10268,0
12400,10268,0
12600,10268,0
12800,10274,0
13000,10274,0
13200,10274,0
13400,10274,0
