200,9897,0
400,9988,0
600,9997,0
800,10100,0
1000,10118,0
1200,10122,0
1400,10139,0
1600,10139,0
1800,10144,0
2000,10149,0
2200,10158,0
2400,10167,0
2600,10172,0
2800,10172,0
3000,10202,0
3200,10204,0
3400,10204,0
3600,10205,0
3800,10216,0
4000,10216,0
4200,10216,0
4400,10216,0
4600,10217,0
4800,10217,0
5000,10217,0
5200,10217,0
5400,10217,0
5600,10220,0
5800,10222,0
6000,10225,0
6200,10232,0
6400,10232,0
6600,10237,0
6800,10237,0
7000,10237,0
7200,10237,0
7400,10237,0
7600,10284,0
7800,10284,0
8000,10287,0
8200,10287,0
8400,10287,0
8600,10287,0
8800,10287,0
9000,10287,0
9200,10287,0
9400,10287,0
9600,10287,0
9800,10287,0
10000,10287,0
10200,10287,0
10400,10293,0
10600,10293,0
