0,44113,7211,0
0,45753,7441,0
0,45879,7449,0
0,45907,7450,0
0,45926,7454,0
0,45957,7455,0
0,45960,7455,0
0,45960,7455,0
0,45962,7455,0
0,46020,7456,0
0,46026,7456,0
0,46036,7456,0
0,46044,7456,0
0,46051,7456,0
0,46051,7456,0
0,46051,7456,0
0,46051,7456,0
0,46051,7456,0
0,46052,7456,0
0,46052,7456,0
0,46053,7456,0
0,46054,7456,0
0,46054,7456,0
0,46068,7456,0
0,46068,7456,0
0,46083,7456,0
0,46083,7456,0
0,46088,7456,0
0,46105,7456,0
0,46106,7456,0
0,46106,7456,0
0,46106,7456,0
0,46106,7456,0
0,46106,7456,0
0,46106,7456,0
0,46106,7456,0
0,46106,7456,0
0,46106,7456,0
0,46106,7456,0
0,46109,7456,0
0,46109,7456,0
0,46109,7456,0
0,46109,7456,0
0,46109,7456,0
0,46109,7456,0
0,46109,7456,0
0,46109,7456,0
0,46109,7456,0
0,46109,7456,0
0,46109,7456,0
0,46109,7456,86400
