0,44153,7212,0
0,45918,7448,0
0,45964,7449,0
0,45988,7450,0
0,45998,7451,0
0,46157,7474,0
0,46169,7475,0
0,46171,7475,0
0,46171,7475,0
0,46176,7475,0
0,46179,7481,0
0,46180,7481,0
0,46180,7481,0
0,46181,7481,0
0,46181,7481,0
0,46181,7481,0
0,46181,7481,0
0,46191,7481,0
0,46191,7481,0
0,46191,7481,0
0,46192,7481,0
0,46192,7481,0
0,46192,7481,0
0,46192,7481,0
0,46197,7481,0
0,46197,7481,0
0,46197,7481,0
0,46198,7481,0
0,46198,7481,0
0,46198,7481,0
0,46198,7481,0
0,46198,7481,0
0,46201,7481,0
0,46201,7481,0
0,46201,7481,0
0,46201,7481,0
0,46201,7481,0
0,46213,7481,0
0,46213,7481,0
0,46213,7481,0
0,46213,7481,0
0,46213,7481,0
0,46213,7481,86400
