0,44154,7212,0
0,45838,7442,0
0,45862,7443,0
0,46056,7470,0
0,46135,7478,0
0,46144,7478,0
0,46148,7478,0
0,46148,7478,0
0,46213,7479,0
0,46213,7479,0
0,46213,7479,0
0,46213,7479,0
0,46218,7479,0
0,46218,7479,0
0,46218,7479,0
0,46218,7479,0
0,46218,7479,0
0,46218,7479,0
0,46218,7479,0
0,46222,7479,0
0,46230,7479,0
0,46230,7479,0
0,46230,7479,0
0,46230,7479,0
0,46230,7479,0
0,46236,7479,0
0,46236,7479,0
0,46236,7479,0
0,46240,7479,0
0,46240,7479,0
0,46241,7479,0
0,46241,7479,0
0,46249,7479,0
0,46249,7479,0
0,46250,7485,0
0,46268,7485,0
0,46268,7485,0
0,46268,7485,0
0,46268,7485,0
0,46268,7485,0
0,46268,7485,0
0,46268,7485,0
0,46268,7485,86400
