0,43991,7205,0
0,45809,7442,0
0,45935,7452,0
0,45942,7452,0
0,46054,7453,0
0,46065,7453,0
0,46070,7453,0
0,46070,7453,0
0,46071,7453,0
0,46082,7457,0
0,46090,7459,0
0,46091,7459,0
0,46091,7460,0
0,46096,7461,0
0,46100,7462,0
0,46100,7462,0
0,46106,7462,0
0,46106,7462,0
0,46107,7462,0
0,46107,7462,0
0,46121,7462,0
0,46121,7462,0
0,46121,7462,0
0,46121,7462,0
0,46121,7462,0
0,46121,7462,0
0,46126,7462,0
0,46126,7462,0
0,46126,7462,0
0,46126,7462,0
0,46126,7462,0
0,46126,7462,0
0,46126,7462,0
0,46127,7462,0
0,46132,7462,0
0,46140,7463,0
0,46140,7463,0
0,46140,7463,0
0,46144,7463,0
0,46144,7463,0
0,46144,7463,0
0,46144,7463,0
0,46144,7463,86400
